provider_code	provider_name	dataset_code	dataset_name	nb_series
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.Eastern_Africa.Model_1.MIS_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones Eastern Africa Model 1 MIS_PMG_time_series	15
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.Eastern_Africa.Model_2.ERER_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones Eastern Africa Model 2 ERER_PMG_time_series	15
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.Eastern_Africa.Model_2.MIS_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones Eastern Africa Model 2 MIS_PMG_time_series	15
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.Eastern_Africa.Model_3.ERER_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones Eastern Africa Model 3 ERER_PMG_time_series	15
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.Eastern_Africa.Model_3.MIS_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones Eastern Africa Model 3 MIS_PMG_time_series	15
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.Eastern_Asia.Model_1.ERER_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones Eastern Asia Model 1 ERER_PMG_time_series	5
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.Eastern_Asia.Model_1.MIS_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones Eastern Asia Model 1 MIS_PMG_time_series	5
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.Eastern_Asia.Model_2.ERER_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones Eastern Asia Model 2 ERER_PMG_time_series	5
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.Eastern_Asia.Model_2.MIS_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones Eastern Asia Model 2 MIS_PMG_time_series	5
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.Eastern_Asia.Model_3.ERER_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones Eastern Asia Model 3 ERER_PMG_time_series	5
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.Eastern_Asia.Model_3.MIS_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones Eastern Asia Model 3 MIS_PMG_time_series	5
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.Eastern_Europe.Model_1.ERER_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones Eastern Europe Model 1 ERER_PMG_time_series	10
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.Eastern_Europe.Model_1.MIS_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones Eastern Europe Model 1 MIS_PMG_time_series	10
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.Eastern_Europe.Model_2.ERER_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones Eastern Europe Model 2 ERER_PMG_time_series	10
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.Eastern_Europe.Model_2.MIS_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones Eastern Europe Model 2 MIS_PMG_time_series	10
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.Eastern_Europe.Model_3.ERER_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones Eastern Europe Model 3 ERER_PMG_time_series	10
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.Eastern_Europe.Model_3.MIS_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones Eastern Europe Model 3 MIS_PMG_time_series	10
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.Middle_Africa.Model_1.ERER_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones Middle Africa Model 1 ERER_PMG_time_series	9
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.Middle_Africa.Model_1.MIS_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones Middle Africa Model 1 MIS_PMG_time_series	9
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.Middle_Africa.Model_2.ERER_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones Middle Africa Model 2 ERER_PMG_time_series	9
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.Middle_Africa.Model_2.MIS_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones Middle Africa Model 2 MIS_PMG_time_series	9
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.Middle_Africa.Model_3.ERER_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones Middle Africa Model 3 ERER_PMG_time_series	9
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.Middle_Africa.Model_3.MIS_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones Middle Africa Model 3 MIS_PMG_time_series	9
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.Northern_Africa.Model_1.ERER_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones Northern Africa Model 1 ERER_PMG_time_series	6
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.Northern_Africa.Model_1.MIS_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones Northern Africa Model 1 MIS_PMG_time_series	6
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.Northern_Africa.Model_2.ERER_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones Northern Africa Model 2 ERER_PMG_time_series	6
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.Northern_Africa.Model_2.MIS_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones Northern Africa Model 2 MIS_PMG_time_series	6
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.Northern_Africa.Model_3.ERER_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones Northern Africa Model 3 ERER_PMG_time_series	6
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.Northern_Africa.Model_3.MIS_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones Northern Africa Model 3 MIS_PMG_time_series	6
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.Northern_Europe.Model_1.ERER_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones Northern Europe Model 1 ERER_PMG_time_series	9
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.Northern_Europe.Model_1.MIS_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones Northern Europe Model 1 MIS_PMG_time_series	9
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.Northern_Europe.Model_3.ERER_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones Northern Europe Model 3 ERER_PMG_time_series	9
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.Northern_Europe.Model_3.MIS_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones Northern Europe Model 3 MIS_PMG_time_series	9
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.South_America.Model_1.ERER_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones South America Model 1 ERER_PMG_time_series	12
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.South_America.Model_1.MIS_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones South America Model 1 MIS_PMG_time_series	12
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.South_America.Model_2.ERER_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones South America Model 2 ERER_PMG_time_series	12
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.South_America.Model_2.MIS_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones South America Model 2 MIS_PMG_time_series	12
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.South_America.Model_3.ERER_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones South America Model 3 ERER_PMG_time_series	12
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.South_America.Model_3.MIS_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones South America Model 3 MIS_PMG_time_series	12
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.South_eastern_Asia.Model_1.ERER_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones South eastern Asia Model 1 ERER_PMG_time_series	10
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.South_eastern_Asia.Model_1.MIS_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones South eastern Asia Model 1 MIS_PMG_time_series	10
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.South_eastern_Asia.Model_2.ERER_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones South eastern Asia Model 2 ERER_PMG_time_series	10
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.South_eastern_Asia.Model_2.MIS_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones South eastern Asia Model 2 MIS_PMG_time_series	10
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.Southern_Africa.Model_1.ERER_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones Southern Africa Model 1 ERER_PMG_time_series	5
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.Southern_Africa.Model_1.MIS_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones Southern Africa Model 1 MIS_PMG_time_series	5
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.Southern_Africa.Model_2.ERER_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones Southern Africa Model 2 ERER_PMG_time_series	5
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.Southern_Africa.Model_2.MIS_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones Southern Africa Model 2 MIS_PMG_time_series	5
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.Southern_Africa.Model_3.ERER_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones Southern Africa Model 3 ERER_PMG_time_series	5
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.Southern_Africa.Model_3.MIS_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones Southern Africa Model 3 MIS_PMG_time_series	5
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.Southern_Asia.Model_1.ERER_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones Southern Asia Model 1 ERER_PMG_time_series	9
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.Southern_Asia.Model_1.MIS_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones Southern Asia Model 1 MIS_PMG_time_series	9
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.Southern_Asia.Model_2.ERER_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones Southern Asia Model 2 ERER_PMG_time_series	9
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.Southern_Asia.Model_2.MIS_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones Southern Asia Model 2 MIS_PMG_time_series	9
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.Southern_Asia.Model_3.ERER_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones Southern Asia Model 3 ERER_PMG_time_series	9
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.Southern_Asia.Model_3.MIS_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones Southern Asia Model 3 MIS_PMG_time_series	9
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.Southern_Europe.Model_1.ERER_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones Southern Europe Model 1 ERER_PMG_time_series	12
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.Southern_Europe.Model_1.MIS_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones Southern Europe Model 1 MIS_PMG_time_series	12
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.Southern_Europe.Model_3.ERER_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones Southern Europe Model 3 ERER_PMG_time_series	12
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.Southern_Europe.Model_3.MIS_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones Southern Europe Model 3 MIS_PMG_time_series	12
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.Western_Africa.Model_1.ERER_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones Western Africa Model 1 ERER_PMG_time_series	16
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.Western_Africa.Model_1.MIS_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones Western Africa Model 1 MIS_PMG_time_series	16
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.Western_Africa.Model_2.ERER_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones Western Africa Model 2 ERER_PMG_time_series	16
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.Western_Africa.Model_2.MIS_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones Western Africa Model 2 MIS_PMG_time_series	16
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.Western_Africa.Model_3.ERER_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones Western Africa Model 3 ERER_PMG_time_series	16
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.Western_Africa.Model_3.MIS_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones Western Africa Model 3 MIS_PMG_time_series	16
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.Western_Asia.Model_1.ERER_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones Western Asia Model 1 ERER_PMG_time_series	17
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.Western_Asia.Model_1.MIS_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones Western Asia Model 1 MIS_PMG_time_series	17
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.Western_Asia.Model_2.ERER_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones Western Asia Model 2 ERER_PMG_time_series	17
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.Western_Asia.Model_2.MIS_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones Western Asia Model 2 MIS_PMG_time_series	17
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.Western_Asia.Model_3.ERER_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones Western Asia Model 3 ERER_PMG_time_series	17
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.Western_Asia.Model_3.MIS_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones Western Asia Model 3 MIS_PMG_time_series	17
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.Western_Europe.Model_1.ERER_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones Western Europe Model 1 ERER_PMG_time_series	7
CEPII	Centre d'études prospectives et d'informations internationales	30_TP.Weights_f1.ERER_and_MIS.Geographical_regions.Sub_zones.Western_Europe.Model_1.MIS_PMG_time_series	30 trade partners (Narrow indices) Fixed weights based on the 2008-2012 period Equilibrium Exchange Rate and the Currency Misalignments Geographical regions Geographical sub-zones Western Europe Model 1 MIS_PMG_time_series	7
CEPREMAP	Centre pour la recherche économique et ses applications	TWTEMO	Twitter Emotion Index	69
citymapper	Citymapper	Citymapper_Mobility_Index	Citymapper mobility index, percent of city moving compared to usual	30
CWD	Climate Watch Data	HISTORICAL_EMISSIONS	Historical Emissions	23457
DARES	Direction de l'Animation de la Recherche des Etudes et des Statistiques	8-1-nombre-d-interimaires	Nombre d'intérimaires en fin de mois	1
DESTATIS	Federal Statistical Office Germany	11111BJ001	Recording of territorial status, Size of territory, Germany, Reference date	1
DESTATIS	Federal Statistical Office Germany	11111KJ001	Recording of territorial status, Size of territory, Administrative districts, Reference date	476
DESTATIS	Federal Statistical Office Germany	11111LJ001	Recording of territorial status, Size of territory, Länder, Reference date	16
DESTATIS	Federal Statistical Office Germany	12211B4001	Microcensus, Population, Germany, Type of health insurance, Year	11
DESTATIS	Federal Statistical Office Germany	12211B4002	Microcensus, Population, Germany, Sex, Type of health insurance, Year	22
DESTATIS	Federal Statistical Office Germany	12211B4003	Microcensus, Population, Germany, Health insurance institutions, Year	6
DESTATIS	Federal Statistical Office Germany	12211B4004	Microcensus, Population, Germany, Sex, Health insurance institutions, Year	12
DESTATIS	Federal Statistical Office Germany	12211B4005	Microcensus, Average body height, Average body weight, Average Body-Mass-Index, Germany, Year	3
DESTATIS	Federal Statistical Office Germany	12211B4006	Microcensus, Average body height, Average body weight, Average Body-Mass-Index, Germany, Sex, Year	6
DESTATIS	Federal Statistical Office Germany	12211B4007	Microcensus, Average body height, Average body weight, Average Body-Mass-Index, Germany, Age groups (18 - 75 years and over), Year	39
DESTATIS	Federal Statistical Office Germany	12211B4008	Microcensus, Average body height, Average body weight, Average Body-Mass-Index, Germany, Marital status, Year	12
